,0,1,2,3,4
0,1.0496614869703016,2.049661486970302,3.049661486970302,4.174661486970302,4.674661486970302
1,2.301898206346439,2.926898206346439,3.051898206346439,3.676898206346439,3.835992783499435
2,2.6445604682538404,3.1445604682538404,3.8945604682538404,4.26956046825384,4.51956046825384
3,2.7279368773584745,3.6029368773584745,4.6029368773584745,4.8529368773584745,5.8529368773584745
4,3.5730842454515277,3.6980842454515277,4.652651708369504,5.027651708369504,5.277651708369504
5,4.291011648347961,4.666011648347961,5.416011648347961,5.791011648347961,6.041011648347961
6,4.691794758090987,4.816794758090987,5.441794758090987,5.566794758090987,6.316794758090987
7,5.571473171394375,5.821473171394375,6.446473171394375,7.571473171394375,9.00332436577134
8,6.581644815388371,7.456644815388371,7.831644815388371,9.263496009765335,9.388496009765335
9,6.590895568648802,6.840895568648802,7.965895568648802,8.090895568648802,9.522746763025767
10,7.086766254692237,7.711766254692237,8.086766254692236,9.5186174490692,9.7686174490692
11,7.430416543226079,8.862267737603045,10.294118931980009,11.169118931980009,11.544118931980009
12,7.533138006235388,8.658138006235388,9.77180004630636,9.89680004630636,10.64680004630636
13,7.821580230851338,8.696580230851339,9.071580230851339,9.321580230851339,9.946580230851339
14,7.852037592150623,8.227037592150623,8.477037592150623,9.102037592150623,9.727037592150623
15,8.75430812780004,9.00430812780004,10.00430812780004,10.75430812780004,11.62930812780004
16,9.180015276611556,10.61186647098852,11.73686647098852,12.61186647098852,12.86186647098852
17,9.423906066737333,10.219378952502312,10.469378952502312,11.469378952502312,12.219378952502312
18,9.671091829206132,10.796091829206132,10.921091829206132,12.046091829206132,12.296091829206132
19,10.098378901716849,11.098378901716849,12.530230096093813,13.030230096093813,13.780230096093813
20,10.250563542946546,11.125563542946546,12.125563542946546,12.750563542946546,13.125563542946546
21,11.095733105919994,12.368489723143963,12.618489723143963,13.618489723143963,14.618489723143963
22,15.883991672658706,16.883991672658706,17.883991672658706,19.008991672658706,19.508991672658706
23,16.619693671051657,17.744693671051657,18.369693671051657,18.744693671051657,18.994693671051657
24,17.880965450827432,18.255965450827432,19.005965450827432,19.880965450827432,20.880965450827432
25,18.997764030383557,19.622764030383557,20.372764030383557,21.372764030383557,22.497764030383557
26,20.52846965965491,21.65346965965491,21.90346965965491,22.90346965965491,23.65346965965491
27,21.128412449582687,22.401169066806656,23.83302026118362,24.33302026118362,24.95802026118362
28,21.26167998159676,22.38667998159676,23.65943659882073,24.9321932160447,25.1821932160447
29,21.747697577904784,22.747697577904784,23.122697577904784,24.247697577904784,24.372697577904784
30,22.208030312999735,22.583030312999735,23.855786930223704,24.105786930223704,24.980786930223704
31,22.55915360692663,23.55915360692663,24.18415360692663,24.93415360692663,25.93415360692663
32,23.050280239307032,23.300280239307032,24.573036856531,25.527604319448976,26.402604319448976
33,23.487294530461554,24.112294530461554,25.237294530461554,25.862294530461554,26.862294530461554
34,26.9571412313403,27.7071412313403,28.5821412313403,29.7071412313403,29.8321412313403
35,27.522386488392456,28.147386488392456,28.897386488392456,29.772386488392456,30.772386488392456
36,27.65713773987761,28.28213773987761,29.40713773987761,30.53213773987761,31.03213773987761
37,29.70517423668786,30.70517423668786,31.83017423668786,32.33017423668786,33.08017423668786
38,31.817018352700742,32.94201835270074,33.19201835270074,33.81701835270074,34.94201835270074
39,32.03453033395887,32.40953033395887,33.28453033395887,34.28453033395887,34.53453033395887
40,32.97713767452467,33.22713767452467,34.22713767452467,35.10213767452467,35.85213767452467
41,33.382707052709094,34.65546366993306,35.76912571000403,36.72369317292201,37.99644979014598
42,35.14891019307774,36.14891019307774,36.39891019307774,37.39891019307774,38.27391019307774
43,35.70292748462567,36.97568410184964,38.10068410184964,38.60068410184964,39.72568410184964
44,39.53167701927373,40.40667701927373,40.65667701927373,41.65667701927373,41.90667701927373
45,40.63518303807588,41.01018303807588,41.76018303807588,43.03293965529985,43.28293965529985
46,41.50168538051037,42.774441997734336,43.024441997734336,43.274441997734336,43.649441997734336
47,45.49855307641284,46.12355307641284,47.24855307641284,48.37355307641284,48.87355307641284
48,45.64096334803844,46.76596334803844,46.89096334803844,48.32281454241541,48.57281454241541
