,0,1,2,3,4
49,46.104388164488945,46.479388164488945,46.729388164488945,48.16123935886591,48.41123935886591
50,47.62592379131317,48.00092379131317,49.00092379131317,49.37592379131317,49.62592379131317
51,47.78468540082934,48.65968540082934,49.03468540082934,49.28468540082934,49.90968540082934
52,48.508083762163,48.883083762163,50.008083762163,50.383083762163,51.508083762163
53,49.361471592829375,49.736471592829375,50.111471592829375,50.361471592829375,50.736471592829375
54,51.63717886471015,52.01217886471015,52.38717886471015,53.51217886471015,53.76217886471015
55,52.14926934140581,53.14926934140581,53.89926934140581,54.27426934140581,55.02426934140581
56,52.858050831620716,53.733050831620716,53.983050831620716,54.358050831620716,55.358050831620716
57,53.76970434657113,54.01970434657113,54.26970434657113,54.89470434657113,55.64470434657113
58,57.98976905671286,58.48976905671286,59.61476905671286,60.73976905671286,61.23976905671286
59,59.85676441683649,60.23176441683649,60.48176441683649,61.60676441683649,61.73176441683649
60,61.61418183650534,61.77327641365834,62.52327641365834,62.89827641365834,63.89827641365834
61,62.32501451708474,63.32501451708474,63.57501451708474,64.8477711343087,66.12052775153266
62,63.75820323480727,64.13320323480727,65.13320323480727,65.38320323480727,66.25820323480727
63,63.81898844442931,64.31898844442931,64.94398844442931,65.31898844442931,66.44398844442931
64,64.20029624812574,65.32529624812574,66.45029624812574,66.95029624812574,67.57529624812574
65,66.10946034331383,66.23446034331383,67.35946034331383,67.60946034331383,68.48446034331383
66,67.66434547293467,68.28934547293467,68.53934547293467,69.41434547293467,70.53934547293467
67,67.9035529470609,68.1535529470609,69.2785529470609,69.5285529470609,70.5285529470609
68,68.53325024226795,69.65825024226795,69.90825024226795,70.28325024226795,70.65825024226795
69,68.69019053736449,68.81519053736449,69.56519053736449,70.56519053736449,70.81519053736449
70,68.9465675360874,69.1965675360874,70.1965675360874,70.9465675360874,71.8215675360874
71,69.27381447622068,70.14881447622068,70.27381447622068,71.39881447622068,71.64881447622068
72,72.15170425932861,73.27670425932861,74.27670425932861,74.65170425932861,76.08355545370557
73,72.9501961088029,73.3251961088029,73.5751961088029,74.84795272602686,75.59795272602686
74,73.81391339737752,74.43891339737752,75.56391339737752,76.68891339737752,77.56391339737752
75,74.03057805886526,74.40557805886526,75.53057805886526,75.78057805886526,76.65557805886526
76,74.46387521844369,75.21387521844369,76.16844268136167,77.16844268136167,77.41844268136167
77,76.93940811466841,78.06440811466841,78.93940811466841,79.31440811466841,80.58716473189237
78,78.74500477381449,79.74500477381449,80.74500477381449,81.37000477381449,82.12000477381449
79,78.94362732627144,80.06862732627144,80.19362732627144,80.94362732627144,81.94362732627144
80,80.15451381285925,81.15451381285925,81.40451381285925,82.40451381285925,83.15451381285925
81,80.31772074740071,81.06772074740071,81.94272074740071,82.19272074740071,82.56772074740071
82,82.40077550004172,82.8780592315007,83.83262669441868,84.83262669441868,85.08262669441868
83,84.18852880096513,84.81352880096513,85.56352880096513,85.93852880096513,86.18852880096513
84,84.45944874200491,84.70944874200491,85.58444874200491,86.70944874200491,87.08444874200491
85,85.99305475450721,86.61805475450721,86.99305475450721,87.99305475450721,88.74305475450721
86,86.05925192139695,87.18425192139695,87.68425192139695,88.30925192139695,88.43425192139695
87,86.16353264913255,86.48172180343855,87.10672180343855,87.85672180343855,88.85672180343855
88,87.18193458289544,87.55693458289544,88.30693458289544,88.68193458289544,89.55693458289544
89,88.45336737763223,89.07836737763223,89.45336737763223,89.70336737763223,90.07836737763223
90,88.46412259806979,88.94140632952877,89.69140632952877,90.81640632952877,91.06640632952877
91,91.34291689107847,92.34291689107847,93.46791689107847,94.34291689107847,94.59291689107847
92,92.50811763816927,93.50811763816927,94.50811763816927,95.13311763816927,95.88311763816927
93,93.05221602580728,93.30221602580728,94.17721602580728,95.17721602580728,96.17721602580728
94,93.61949251096519,94.73315455103617,94.98315455103617,95.85815455103617,96.10815455103617
95,93.88831512711677,94.01331512711677,95.13831512711677,96.26331512711677,97.13831512711677
96,94.69730870783168,95.82230870783168,96.82230870783168,97.19730870783168,98.19730870783168
97,94.79264102961069,95.04264102961069,95.66764102961069,96.62220849252867,97.62220849252867
98,95.16254458071704,95.91254458071704,96.28754458071704,96.53754458071704,97.16254458071704
99,98.56173230965027,99.68673230965027,99.81173230965027,100.93673230965027,101.18673230965027
